t,Mediana,Média,Desvio Padrão
0.0,0.1,0.09999999999999998,2.7895403077993544e-17
0.01,-0.01851238998938505,-0.052462186846757915,0.7901911503421412
0.02,0.0175632166597376,0.0711912587427671,1.0801402527332487
0.03,-0.2470812696111091,-0.07704450892202726,1.2403093874156734
0.04,-0.11375963328139249,-0.07291054074027864,1.3301407630148196
0.05,0.0818748553310778,0.06373980808633567,1.5898362304454794
0.06,0.20192881186888378,0.14436453061004528,1.763790113810092
0.07,-0.12724258816658454,0.10147543551924704,1.8495940061758807
0.08,-0.1496820595242005,0.08571981743296643,2.0262792595867656
0.09,0.07673602429363595,0.08047125311210987,1.9830759749392635
0.1,-0.0396220057896614,0.09607910784316319,1.9287660037981391
0.11,0.2252419757329028,0.20006345948693402,2.037253453002877
0.12,0.4229169530410662,0.214858395351769,2.127810432311212
0.13,0.3440415483658599,0.23020059413203564,2.1995144034440783
0.14,0.4923586882053259,0.2562526077237914,2.169374821887935
0.15,0.6132780649923086,0.22340564491193388,2.0835695476081515
0.16,0.6345618604500893,0.28182438701804713,1.9460243457279278
0.17,0.474509468875068,0.33918217782869503,1.9909750971277786
0.18,0.346312123462968,0.3003207817788751,2.050168068165797
0.19,0.16279343609627844,0.22101885282190228,1.9779432880470662
0.2,0.0058511355171487,0.079629712601306,1.9599440874157406
0.21,0.0676264737711815,0.13073024197720692,1.9558228317517174
0.22,0.13554238501118476,0.0970476800721812,1.937061786625663
0.23,0.19073864914068506,0.11736028724757974,1.8631941643712435
0.24,0.15392817549282656,0.0540149747211109,1.939033620391205
0.25,-0.0034455306486228998,0.007479561207331531,1.9421643113507419
0.26,-0.07244924531594216,0.007900569564054449,1.8857835763923618
0.27,0.20646639246400228,0.05707324164838546,1.9249264297538542
0.28,0.2338872338153199,0.05848666113971033,1.8807159087141623
0.29,0.5093855904270566,0.11633966594248635,1.933933427054563
0.3,0.5155880947611888,0.10628349185102523,1.9327236256609073
0.31,0.3647825986761135,0.08296980759896858,1.9339249464628436
0.32,0.40622269908634584,0.15605194389928262,1.8195906713895147
0.33,0.5232297613330397,0.26157109054294475,1.8087170010154336
0.34,0.4367475811327496,0.3192440772915788,1.7334636695798897
0.35,0.751689525875381,0.34581176909911804,1.8342266605971407
0.36,0.6799795215082343,0.429503093396319,1.9032932955385236
0.37,0.6030910474156016,0.36187530676256086,1.858235417398848
0.38,0.607719043509791,0.2965203568513048,1.827432846552181
0.39,0.48476961557153087,0.2110132107689006,1.7621187111680714
0.4,0.26417948394251933,0.17899589563584492,1.8279374819303087
0.41,0.16571076387088768,0.09784722394386197,1.7919300929425248
0.42,0.22039331982536614,0.06600173616991761,1.8983545766153602
0.43,0.3804209622793522,0.1345397910633379,1.8518095739652642
0.44,0.2342145898621201,0.12098345907764627,1.84644121584661
0.45,0.33840936915840875,0.15338762863310298,1.801397408721499
0.46,0.3399795997938,0.10333402224529577,1.8332109364436557
0.47,0.23100736857299714,0.0719834675708087,1.8825141920268644
0.48,-0.036408680049223,-0.026206254042991598,1.9436022771435078
0.49,0.05369544882160155,0.0020362901487127184,1.9341289095884455
0.5,0.18252391129598255,0.02660941679997521,1.9322284370002005
0.51,-0.0073520320683328,0.01012325474375304,1.9297441633539174
0.52,0.03514612581910115,0.008635462120449739,1.8451870161200057
0.53,0.03194161587501175,0.0271322015002347,1.9057301769499146
0.54,0.16491821775161047,0.01927527912788883,1.9008846468573513
0.55,0.16950228672407475,-0.0696729393580181,1.9922876689419584
0.56,-0.1017335442945019,-0.14589178642460746,2.0277931489502405
0.57,-0.1755586566868551,-0.19167903861383617,2.0812988748646637
0.58,0.01354246012860125,-0.2149349653795049,2.032749910046525
0.59,-0.0025401520298254,-0.15487941498216715,1.9333431907633285
0.6,0.106105060138938,-0.18644991631691263,1.9840929301537857
0.61,-0.3292460688092185,-0.33251525235077134,1.9358154331869022
0.62,-0.5509373933001773,-0.26704002256520315,1.9665733419831184
0.63,-0.25842480563625203,-0.22714386715052295,1.934739715802221
0.64,-0.10628734962956525,-0.1594216539435682,1.8692247123888017
0.65,-0.0329098903003973,-0.2177350854255362,1.9276765168664296
0.66,-0.25390157788808687,-0.2109983236366475,2.0358372952462758
0.67,-0.5012238507606163,-0.17530485946529126,2.003949898230999
0.68,-0.28701485969605006,-0.19828376907093,2.057693428514132
0.69,-0.57861820580749,-0.29764174609958305,2.0866259633137147
0.7,-0.3330606261186587,-0.3047835618736292,2.0934480320125446
0.71,-0.5589861449205439,-0.3301088428476924,1.986296019986975
0.72,-0.5715766072921609,-0.3432293843088308,1.957599635882249
0.73,-0.5131606852517446,-0.3484511262098873,1.920253035773829
0.74,-0.551485248034669,-0.33532696122783184,1.9424741679079234
0.75,-0.5036101852027923,-0.3366296744800763,1.9078543370106176
0.76,-0.5535971154413404,-0.3683948424538308,1.9820619421167829
0.77,-0.33358302222686154,-0.2407006192916158,1.9697168958818367
0.78,-0.33834685723617214,-0.3018274216434722,1.9123574424237801
0.79,-0.41345478409980024,-0.27786877132138565,1.8398245945033103
0.8,-0.27191641911980946,-0.2340369238017007,1.8660384503457168
0.81,-0.13618573731634437,-0.23127836576007266,1.9822153512466851
0.82,-0.036217793884828396,-0.24052892515939725,2.016850702320776
0.83,0.27707802318943353,-0.1531795074373908,2.026400896393745
0.84,0.12993744932611,-0.15166983553597416,1.9836896149969403
0.85,-0.06906621866534515,-0.11657389304289058,1.9264949360675077
0.86,-0.01980998404244485,-0.021148572796526287,1.9840222229160311
0.87,0.10492118690321489,0.05314582658170653,2.028884309386982
0.88,0.0017314644966252013,-0.04290207687679337,1.9795472520325654
0.89,-0.06845310931397035,-0.12378896681304004,2.001492381987362
0.9,-0.27334430429249623,-0.14752941822706142,1.965078697013229
0.91,-0.3527167519461944,-0.1998661446372865,2.0211855891108073
0.92,-0.6040848740924765,-0.2841284464104119,1.976574389421971
0.93,-0.2397117324198706,-0.2480129370046324,1.8539366822931216
0.94,-0.2966052170957563,-0.26779989172312957,1.8341290458100399
0.95,-0.29304170405475505,-0.24790819383417811,1.785316211667415
0.96,-0.38810961666799115,-0.20373410891456892,1.764743032904284
0.97,-0.17672772735146755,-0.2657444435314099,1.7430585514124812
0.98,-0.3844409034825931,-0.2859579829577367,1.8755622071678224
0.99,-0.14300984695089755,-0.2044876983372905,1.9250257892521256
1.0,-0.05160047001356475,-0.14531805389463012,1.8237096417000542
1.01,0.15050573111599064,-0.055841576408446336,1.8197759705974206
1.02,-0.0181534741575567,-0.13510196951616288,1.8829193140365308
1.03,0.11622728588774636,-0.08235521970027436,1.9181938436839978
1.04,0.0137323486326227,-0.03033153829567916,1.898371303481623
1.05,0.06613818739928455,-0.012232286401476356,1.965978765418883
1.06,-0.0969018304046422,-0.01485316714607082,1.954417385838844
1.07,-0.21116726944088335,-0.018477053164729626,1.7914434785001259
1.08,-0.12403701328634785,0.025855549349224058,1.7860795934393754
1.09,-0.16095973183910683,0.011672390201693934,1.8273011026109014
1.1,-0.1818921109166153,-0.015803056680413527,1.848449250438836
1.11,-0.1645955235933195,-0.044609045838043176,1.8193664460049686
1.12,0.0163633309255087,0.004267074638981845,1.855610528189252
1.13,-0.16920824503513227,0.02221883381779481,1.8803186783070565
