t,x
0.0,0.1
0.001,0.010033650694695917
0.002,-0.3079520107071715
0.003,-0.42927881902137477
0.004,-0.19239786672265102
0.005,-0.7948639082008708
0.006,-0.8175516152003791
0.007,-0.4732510085458788
0.008,-0.6203554467610366
0.009000000000000001,-0.9663617046743038
0.010000000000000002,-0.8548570116321523
0.011000000000000003,-0.9067399349636222
0.012000000000000004,-1.2515751760063945
0.013000000000000005,-0.7282850744153946
0.014000000000000005,-0.690938627788224
0.015000000000000006,-0.7308471551380796
0.016000000000000007,-0.5048500026001768
0.017000000000000008,-0.46580545133088025
0.01800000000000001,-0.21788406582934863
0.01900000000000001,-0.2496375983057241
0.02000000000000001,-0.37791599118211566
0.02100000000000001,-0.21096011134759546
0.022000000000000013,0.10047104113845179
0.023000000000000013,0.22232838579776587
0.024000000000000014,0.15441560314656433
0.025000000000000015,-0.13403592338882572
0.026000000000000016,0.10293630527294756
0.027000000000000017,0.2507554704628856
0.028000000000000018,-0.12175519747229763
0.02900000000000002,0.37157409420233484
0.03000000000000002,0.8105328546248434
0.03100000000000002,1.015968335814524
0.03200000000000002,0.9153508237864547
0.03300000000000002,0.8795361731932357
0.03400000000000002,0.44588060991856854
0.035000000000000024,0.6544249127895292
0.036000000000000025,0.38632627205819325
0.037000000000000026,0.7967850652975516
0.03800000000000003,0.9133096041879406
0.03900000000000003,0.5174433050353477
0.04000000000000003,0.6389189978811236
0.04100000000000003,0.6248001633119955
0.04200000000000003,0.5553379158491121
0.04300000000000003,0.13911404301575397
0.04400000000000003,-0.07405924233750255
0.04500000000000003,-0.3584636823662196
0.046000000000000034,-0.03409002392280136
0.047000000000000035,0.2704688725944609
0.048000000000000036,0.3555369421012714
0.04900000000000004,0.36981103300939894
0.05000000000000004,0.24580230522319207
0.05100000000000004,0.6620835925651439
0.05200000000000004,0.48454417762641866
0.05300000000000004,0.6188707821398497
0.05400000000000004,0.671647933279312
0.05500000000000004,0.5950389739522508
0.05600000000000004,0.7201585571147644
0.057000000000000044,0.5998477759017601
0.058000000000000045,0.8966894314903695
0.059000000000000045,1.0380990820285936
0.060000000000000046,1.3013814535223334
0.06100000000000005,1.7081355304840937
0.06200000000000005,1.3956402820418674
0.06300000000000004,1.2396230523274003
0.06400000000000004,1.246710699417331
0.06500000000000004,1.4802308509831916
0.06600000000000004,1.344617864448413
0.06700000000000005,2.1852067427590063
0.06800000000000005,2.643940497830071
0.06900000000000005,2.6224560818336498
0.07000000000000005,2.9548853686374197
0.07100000000000005,2.937276373667098
0.07200000000000005,2.7157408086434085
0.07300000000000005,2.626017870835313
0.07400000000000005,2.993711138688276
0.07500000000000005,3.3386139977459983
0.07600000000000005,3.41990027965933
0.07700000000000005,3.2179368267833355
0.07800000000000006,3.2970111027678817
0.07900000000000006,3.2269339132137116
0.08000000000000006,3.1273877134784764
0.08100000000000006,3.3974945094620512
0.08200000000000006,3.5775995143177877
0.08300000000000006,3.1960404127200097
0.08400000000000006,2.6298504360555723
0.08500000000000006,2.945590253126519
0.08600000000000006,2.7686405468588062
0.08700000000000006,3.1552763326390987
0.08800000000000006,4.013396245475369
0.08900000000000007,4.2112673369561575
0.09000000000000007,4.3123823509510935
0.09100000000000007,4.252327030615326
0.09200000000000007,4.5009570103588485
0.09300000000000007,4.703691153420134
0.09400000000000007,4.580825691472492
0.09500000000000007,4.459905279951038
0.09600000000000007,4.687469604745123
0.09700000000000007,4.390363208876423
0.09800000000000007,3.888032285088534
0.09900000000000007,3.9790847311712105
0.10000000000000007,3.739793087782268
0.10100000000000008,3.2342439241586747
0.10200000000000008,3.706352674226287
0.10300000000000008,3.280544710575839
0.10400000000000008,2.8731680433715363
0.10500000000000008,2.8278320741659178
0.10600000000000008,2.9590436214782296
0.10700000000000008,3.0697031868517706
0.10800000000000008,2.261022940890313
0.10900000000000008,2.7892831819106565
0.11000000000000008,2.402410890087295
0.11100000000000008,1.942749200945276
0.11200000000000009,2.3639941976275245
0.11300000000000009,2.102784267850747
0.11400000000000009,2.54362996164261
0.11500000000000009,2.1765718280839055
0.11600000000000009,1.9305973392310105
0.11700000000000009,1.7604510638582735
0.11800000000000009,1.5310318200772062
0.11900000000000009,1.5101772529803106
0.12000000000000009,1.0365720637833986
0.1210000000000001,1.0036601996009091
0.1220000000000001,0.9677799897366222
0.1230000000000001,1.2752953833652625
0.1240000000000001,1.1356386039240287
0.12500000000000008,0.5356650109689727
0.12600000000000008,0.5295819873226543
0.12700000000000009,0.20752365988104726
0.12800000000000009,0.6435997659506568
0.1290000000000001,0.3452534710285582
0.1300000000000001,0.20948837970594059
0.1310000000000001,0.2962284705427423
0.1320000000000001,0.21410840200571368
0.1330000000000001,0.27514969981760207
0.1340000000000001,-0.07519072350077832
0.1350000000000001,-0.865017294036475
0.1360000000000001,-0.5598201112323342
