t,y2,x
0.0,0.01,0.1
0.001,-11.792538754435661,-0.6228996073314337
0.002,-1.553861353824357,-1.1569692062405998
0.003,-8.44258925138946,-1.5290175315137027
0.004,17.46884477360447,-1.535485214971683
0.005,-12.851516705590322,-1.7607727992174167
0.006,4.770929243750878,-1.8030837335302445
0.007,0.8597807051831811,-1.287990253210074
0.008,4.6452774714096225,-1.3329382471144349
0.009,-7.390716365899688,-1.2051681004584531
0.01,1.1112415788082264,-1.59926737654162
0.011,4.852235184883921,-1.5323487723098743
0.012,17.212979179738557,-1.4597475769336847
0.013,-19.087895211677015,-1.57075809546146
0.014,-13.48190699956734,-1.4146552828199754
0.015,-2.6198780635464742,-1.4877807242304522
0.016,2.873406933917981,-1.739903828739646
0.017,-3.2092839796005377,-1.9015622460012753
0.018,-3.3140998028501447,-1.8438220918360813
0.019,-10.807360662359374,-1.8047132305117506
0.02,15.360688457864873,-1.9892986157040322
0.021,-10.724050752188282,-1.9228648729304316
0.022,4.0960630200343395,-1.9680636917342167
0.023,-3.7185867873533156,-1.922956615659924
0.024,-3.5476104926740724,-1.9665484615019342
0.025,-15.103741136097616,-2.3355782647684653
0.026,2.1819475389894336,-2.714937488730088
0.027,-13.396688237559633,-2.360589106315152
0.028,18.62603785052782,-2.239021323425065
0.029,-8.652733032299992,-1.961280177360636
0.03,2.9109870021989015,-2.00047646442061
0.031,3.744370118905016,-1.838091855095606
0.032,-8.800537569770523,-1.808463819412308
0.033,1.887833285126194,-1.576807963507121
0.034,4.634661916721067,-1.6204190397033522
0.035,0.5842630067785648,-1.6775051162210286
0.036,1.3088115966520615,-1.9794189699081715
0.037,3.4547105216245644,-2.027252031463858
0.038,-0.6940445081140072,-1.7702719619971978
0.039,-0.20999680705170232,-1.8151307300550785
0.04,-5.335715710343031,-1.3038982865666715
0.041,11.906937222298053,-0.9863867080830574
0.042,-1.705931749305627,-0.726440336882587
0.043,15.755987200897419,-0.7809499619943736
0.044,-3.3901995941428824,-1.1417552442631196
0.045,-5.50875741877509,-0.7348936250437135
0.046,-9.973956286927564,-0.7930639926468162
0.047,7.282391201665125,-0.817335772970404
0.048,2.693732172167296,-0.5136860318697102
0.049,0.05145507458138648,-0.3594456561025732
0.05,3.654165405811484,-0.19824089471469042
0.051,1.5206513385947975,-0.15250940175894828
0.052,-13.753802956057712,0.08781962980459708
0.053,1.0706901994003613,0.5217097994833462
0.054,-1.3877173283494737,0.4645634318632475
0.055,3.2695131968039535,0.3186208675877156
0.056,3.7548424681392074,0.3722239154968222
0.057,-2.9687795505556447,0.618918335943375
0.058,10.301146387108076,0.7952705347815321
0.059,-14.518315224411028,1.0058172754860673
0.06,-1.8860490340042169,0.7209324652308141
0.061,3.0465594331935666,0.6827092296082333
0.062,-12.769938298365007,0.4727939054107775
0.063,-2.8186348185580887,0.2014884181732481
0.064,6.09328687831645,0.1725139902707621
0.065,1.6463973237622425,0.316040307636211
0.066,22.148282990666317,0.5104295706008791
0.067,1.507459145685876,0.31775413627635946
0.068,4.345050748547519,0.06163074112312458
0.069,7.819748812017779,0.02054173912255905
0.07,-0.021599865065615922,0.10977741552583455
0.071,-0.8651813761653496,-0.15313675698071164
0.072,7.072031425056026,0.11672947729871587
0.073,-18.456702944977657,-0.0836999843113924
0.074,0.7763448904667979,-0.35676617795570054
0.075,4.12304243712743,-0.2991091952229634
0.076,-12.37975725499339,-0.07059194892043197
0.077,-15.078152218165648,-0.2293218440774648
0.078,-0.005753510447622558,0.0018424561624227388
0.079,6.307531177118923,0.16276272811844344
0.08,-1.7165828759242996,0.46525872993590556
0.081,17.61167567497321,0.7654516573624602
0.082,-1.4465904863256216,0.7269781308496728
0.083,2.1419777430530647,0.5822825234704413
0.084,-12.72573601256571,0.39357123160528423
0.085,7.848023740400785,0.21152208336753597
0.086,-0.9106230721563916,0.3664670275609398
0.087,11.33408558300342,0.4411573468232008
0.088,-10.785249501260681,0.5642933009133848
0.089,9.265928140741085,0.5767812488281613
0.09,10.718297478670419,0.7302948932536594
0.091,0.8843691201821136,0.6835235421739077
0.092,2.3781655457609414,0.6346817173274141
0.093,-12.535480025832584,0.3407115158894407
0.094,-4.9776464360676576,0.262323082547715
0.095,11.999687966115758,0.030840603630147116
0.096,-5.6810857842484515,0.05338988102674005
0.097,14.897664698987043,0.15594026128172073
0.098,5.114965826073453,0.21689142960043623
0.099,-1.9564274698927542,-0.04205832208723257
0.1,-15.574645820345832,-0.44745007322038166
0.101,-12.770932303426735,-0.4022590458164079
0.102,2.9794540204925783,-0.14209169232802388
0.103,2.997704410761093,0.11619347746451075
0.104,5.939850156141969,0.07267091245676996
0.105,-18.715802047069847,0.07139758136434313
0.106,9.498570466476526,-0.02119868329417124
0.107,0.905431066067734,0.16458054461407054
0.108,10.130748819820809,0.47334508143632187
0.109,-5.237596654418707,0.7237841369882242
0.11,-5.181839801088044,0.571142799803135
0.111,20.1863250296041,0.7730705821985557
0.112,-1.480516453930979,1.0475025203152228
0.113,20.085733853632696,0.6091298271569876
0.114,7.678842290878862,0.5378431936884137
0.115,-3.0223293567165945,0.5246329538880357
0.116,1.7217075745831114,0.27373291377322295
0.117,8.72144987555454,0.5425076538503274
0.118,-4.493406708822243,0.11663810739741338
0.119,4.761278430149916,0.38191497547793124
0.12,3.251704950347405,0.22395203228968433
0.121,3.5811762905421114,0.27586289450739787
0.122,-12.451185833587186,0.3080125235821837
0.123,0.19845013861582955,0.527771511529351
0.124,-1.530375949635079,0.47469534497378485
0.125,4.993117930307951,0.6429496778360951
0.126,8.944919855331994,0.49488765440048715
0.127,-0.06008255496218531,0.26942052671422684
0.128,1.343509846914364,0.11721708961288174
0.129,2.874746586135897,0.17587842221782846
0.13,-2.658225136682164,0.5282675114834647
0.131,-6.899252106924744,0.6714910950261351
0.132,5.350044804249903,0.49404458740735135
0.133,8.890860699549037,0.44976601992070564
0.134,1.1259102735176774,0.7458155495684593
0.135,-0.8003707709614449,0.6893930619601703
0.136,-0.9881856999594629,0.6366736321607323
0.137,-8.344042841749735,0.5740877777012249
0.138,6.201448281610787,0.5444633683425262
0.139,9.994880389148195,0.6068575248530491
0.14,-0.47352021752318085,0.38267879881058364
0.141,2.7520547069996875,0.3303558088261937
0.142,-3.6196736583847744,0.2749308423629232
0.143,-0.47239170274056497,0.12212583249025921
0.144,-9.041502139689621,0.25850147505494914
0.145,-16.62794346398593,-0.0023595522214863206
0.146,9.231341864774848,0.22531727209289495
0.147,2.4294812507792325,0.49144370532169024
0.148,-1.186122162505179,0.5356865532046546
0.149,1.0476845440266747,0.5920683577109076
0.15,-2.425388895452534,0.5339499894414045
0.151,-8.649430398221696,0.36387213409331326
0.152,-4.9266784196842694,0.380896850909524
0.153,3.8464737750447684,0.23409706604664718
0.154,-5.281312088734272,0.37465005571166704
0.155,13.270102547216402,-0.03455049661805254
0.156,6.689034126730189,-0.27807038540744383
0.157,7.195427566407522,-0.12256267687997764
0.158,-7.213497279775462,-0.0963234730693432
0.159,-13.430819271169218,-0.49217283821993396
0.16,-3.5551344896373136,-0.3472662069240281
0.161,1.628194735938255,-0.49492960376974515
0.162,-8.211045540247499,-0.6710168744521176
0.163,-15.693780608136866,-0.9478550525032691
0.164,19.68224388415165,-1.2526665298609998
0.165,7.006117329717365,-1.469056549926841
0.166,2.2097837339004944,-1.2641197776623714
0.167,-0.11602314119993487,-1.2188121789754243
0.168,-23.0895257978827,-1.0913082605351476
0.169,-0.5530709575158047,-1.1181639056255799
0.17,0.3198605941896484,-1.271807202803787
0.171,-2.6745000312392477,-1.2179039906010796
0.172,-3.862543871553621,-1.3763350206499674
0.173,10.091133306577525,-1.4023915342341748
0.174,0.18712727611911598,-1.6299765215723079
0.175,5.042084762204299,-1.7684202984980801
0.176,9.29708440520716,-1.5035465691745806
