t,y2
0.113,-3.3330232291655104
0.114,-4.192199244156868
0.115,-2.3285855163147313
0.116,-4.539429837350189
0.117,8.694818071905686
0.118,14.646898468968569
0.119,-12.465440223399428
0.12,-5.610351223800853
0.121,-8.557231359378049
0.122,-11.402177407950647
0.123,11.33762987413793
0.124,15.791774177553142
0.125,8.394507527283277
0.126,10.545020896999874
0.127,8.936543247550759
0.128,8.429550454656164
0.129,-10.136475652435868
0.13,-13.517906714655869
0.131,15.918887769550654
0.132,-7.941151386737173
0.133,-0.6588871036364662
0.134,0.4765650721701338
0.135,-12.33607675179493
0.136,0.2489458917983532
0.137,-1.4299443547883968
0.138,-13.118523291713442
0.139,-3.5568152285542545
0.14,8.82723966410968
0.141,0.5482172869314059
0.142,1.0276544097570102
0.143,-6.644545795185893
0.144,4.142736113269321
0.145,1.2479754377548753
0.146,-7.945222196607858
0.147,-13.39655937247988
0.148,-5.598637883820295
0.149,-1.9108012223137802
0.15,3.3948177164223194
0.151,9.78938502496003
0.152,-11.224785010159309
0.153,6.50539635996873
0.154,-3.235711633903253
0.155,2.671039235387907
0.156,-5.5495348662153114
0.157,-9.34698421879056
0.158,-4.300258501286952
0.159,0.5699490681323697
0.16,-0.5718528279784594
0.161,-11.287899023781756
0.162,-15.557647139989692
0.163,-0.9132297667199748
0.164,10.306792744566268
0.165,-3.8850181858984714
0.166,-3.5172628089812368
0.167,11.689080895296962
0.168,-14.014355389939933
0.169,10.102554344243565
0.17,1.6982944323177225
0.171,1.3116358314924998
0.172,-11.019736475858465
0.173,8.263843721190215
0.174,1.1480095137770252
0.175,-0.20576555807734873
0.176,-13.449713263187594
0.177,5.036620202558629
0.178,-5.590236749215766
0.179,-6.2929789887799075
0.18,13.575689604204985
0.181,13.227376536078399
0.182,11.946228661522802
0.183,-9.874770177063253
0.184,12.962283210812084
0.185,17.506929912288815
0.186,-2.658450022311027
0.187,-16.690414794019862
0.188,-11.014227319925407
0.189,-1.2709119971540588
0.19,-1.0224593670420834
0.191,4.709796578895122
0.192,-10.5487088778796
0.193,1.988731158964962
0.194,1.1926006744246724
0.195,3.297729007457204
0.196,-0.17490025240239182
0.197,1.0492791840708797
0.198,3.4419500192526122
0.199,16.464047650623524
0.2,-0.5370522511448287
0.201,-3.9607318265812808
0.202,-4.088810428505056
0.203,-15.048023922698222
0.204,-7.008650916914327
0.205,-4.4004107044104765
0.206,-13.66624279924395
0.207,2.585807077429764
0.208,-9.404342510743481
0.209,14.590660526434032
0.21,-7.485758718280858
0.211,15.615667704821984
0.212,-15.731053242911546
0.213,3.702202753088158
0.214,0.5684284761447925
0.215,-0.9738300325808225
0.216,2.015052433649102
0.217,-9.645897678608858
0.218,-2.746421521834649
0.219,-12.311897854847501
0.22,7.929929230329714
0.221,-1.927358271564546
0.222,-0.7911767355654317
0.223,-3.7076728440157365
0.224,3.6198208770475
0.225,-6.4865071077311685
0.226,-10.758753048976182
0.227,1.7242645478645062
0.228,8.498936962033254
0.229,8.303541573568422
0.23,-9.485446186658622
0.231,-0.009793695470790441
0.232,-1.936823923984913
0.233,-1.647995129289938
0.234,1.8403082131837611
0.235,5.579479258121251
0.236,-12.990846372218833
0.237,-13.924066901106757
0.238,-10.757714011550783
0.239,-0.3163899949163591
0.24,2.5326854084098542
0.241,-5.592465463092596
0.242,-2.5743539390363717
0.243,3.5038233148362994
0.244,-3.8629285207354935
0.245,-7.057122658822846
0.246,-9.828303225144976
0.247,-5.747665677708847
0.248,9.45948619396781
0.249,-5.7004933648951335
0.25,0.053888298991371625
0.251,7.325263258222542
0.252,11.733230149712238
0.253,-15.530996543156869
0.254,10.518168469279237
0.255,12.63764720024059
0.256,-7.041355309876646
0.257,15.951887912379867
0.258,11.146383903759808
0.259,0.494360095427254
0.26,4.250837716401593
0.261,-11.280757717243183
0.262,11.40505096953604
0.263,12.501434095060699
0.264,7.1999148703784766
0.265,0.6105580909058705
0.266,0.3012893972285188
0.267,-14.097390028319781
0.268,-15.10240820162821
0.269,-16.16545790858208
0.27,-16.757013427782496
0.271,-5.074949221321267
0.272,6.3857186670137125
0.273,3.409140656071943
0.274,-12.004226618115363
0.275,14.513495363776261
0.276,7.81924432350683
0.277,6.421705432660179
0.278,4.002910579604154
0.279,-5.745386588500514
0.28,12.233288638627531
0.281,12.940537144562132
0.282,12.502566466490547
0.283,-13.54400499422595
0.284,0.013942797708632666
0.285,0.6145602744248495
0.286,3.031516705578993
0.287,5.851733805676398
0.288,-11.191762490870333
0.289,0.8629646506339171
0.29,-3.333307213900965
0.291,-13.753815529769552
0.292,-1.453444500436114
0.293,-2.1378634491476785
0.294,5.458115939364707
0.295,10.186107548780932
0.296,6.56961927572089
0.297,15.163574947026516
0.298,11.518642310628502
0.299,-14.760106805271459
0.3,1.9710050359791746
0.301,-1.510683204090521
0.302,11.385613491362802
0.303,-11.458180544761664
0.304,-3.7342951637328885
0.305,-10.349570413490923
0.306,13.056000209528767
0.307,-16.773957507925026
0.308,7.504348386576128
0.309,-0.6225529908218468
0.31,0.12071877442463447
0.311,6.31951475620385
0.312,-5.641737123283586
0.313,10.980617628036207
0.314,-2.4368832487389214
0.315,9.341107430297503
0.316,13.346922451432347
0.317,3.7984753111736596
0.318,-9.90146015702045
0.319,-3.128535815425479
0.32,10.176340090520442
0.321,2.159844793702393
0.322,-5.811148346552263
0.323,-0.348807441327311
0.324,-14.491012606608813
0.325,-15.333323155949465
0.326,12.797107127354776
0.327,0.40335071764164326
0.328,-3.3973569343431143
0.329,-6.441529215322536
0.33,16.035431900676407
0.331,3.3269326963999584
0.332,-8.396183174273217
0.333,-1.1103647966074888
0.334,-14.072751497441113
0.335,-13.838708341584967
0.336,4.642595688593776
0.337,-1.0638602297224702
0.338,-0.790625541238552
0.339,-5.089769347194034
0.34,-11.237912273619486
0.341,12.35089654741818
0.342,-14.17947261900801
0.343,7.391776987386196
0.344,-1.220036740462282
0.345,0.561132400270831
0.346,-4.6721542312409365
0.347,-0.0956505950614195
0.348,-8.083117312512861
0.349,-0.9209822115223288
0.35,-13.27810407848978
0.351,-5.430524225193903
0.352,-3.4268696502774993
0.353,-6.860260322180839
0.354,9.017788930871811
0.355,0.7976322987108327
0.356,-3.2978353593426206
0.357,1.5108348917005736
0.358,-3.45290930473014
0.359,5.446186068125888
0.36,7.2681864097837305
0.361,10.216854516561542
0.362,-12.941139046860668
0.363,-6.476566972975425
0.364,15.531104651628507
0.365,9.335065475933053
0.366,5.660359833471621
0.367,-6.469677009506162
0.368,-1.7798201548898533
0.369,5.031367062654995
0.37,-6.2544509932672065
0.371,1.8987253639395547
0.372,7.969315576611739
0.373,-2.1342437838210158
0.374,-5.025776715251507
0.375,9.91212576070164
0.376,4.544298326577952
0.377,6.898192297388444
0.378,8.04576774566864
0.379,0.7037162968497406
0.38,-0.4615132011823888
0.381,-0.8696004811561349
0.382,14.276141597100386
0.383,8.407442544733078
0.384,-5.701524979242096
0.385,2.7093121815804886
0.386,0.38804603962102374
0.387,-2.1795704225065555
0.388,0.908124943823567
0.389,-1.7728080184007784
0.39,-14.442507670309988
0.391,0.03699703811547888
0.392,-6.268131307088857
0.393,-8.050405586512795
0.394,-0.8748576786363335
0.395,8.709942282175525
0.396,-16.045448931153516
0.397,4.447301682663717
0.398,3.048383543842846
0.399,2.8638487648953412
0.4,4.998108762675319
0.401,6.046131264399635
0.402,7.420728634482452
0.403,-7.988007219193154
0.404,-5.957168615492349
0.405,-8.99977256798231
0.406,-15.624780717941027
0.407,-0.3420236154171956
0.408,-0.8885784740889413
0.409,-15.395748491942285
0.41,9.514105410371487
0.411,7.9361133435985565
0.412,-11.927045022928514
0.413,-4.167266780417717
0.414,4.930201645698652
0.415,-1.7590332179275663
0.416,0.6545062642912258
0.417,2.193157184667877
0.418,9.375438913598105
0.419,14.531065968469917
0.42,-14.352250049163127
0.421,15.61358372937483
0.422,7.926859880656006
0.423,6.29113896764802
0.424,-10.825163358995486
0.425,14.239377251326651
0.426,-3.498777374734039
0.427,11.71526003692075
0.428,2.1433589724984445
0.429,12.30816093341577
0.43,3.0093409912250806
0.431,0.9526156525779441
0.432,-1.1651839941129174
0.433,-4.234390886689366
0.434,13.9447063714697
0.435,-2.539571775556939
0.436,-9.881876131306388
0.437,1.2980374728466424
0.438,0.7669684522911019
0.439,-0.4015651098590387
0.44,-11.966018597359064
0.441,4.543084302992979
0.442,6.765712639574031
0.443,-2.2326532308996927
0.444,4.982070262863045
0.445,-13.916434520981017
0.446,-13.878719239848138
0.447,2.130225577432162
0.448,9.622950795647453
0.449,5.352331070107664
0.45,10.510329229784649
0.451,-6.412145944390038
0.452,2.7784563964803315
0.453,3.8239988335213573
0.454,-7.642963383431533
0.455,13.245085198414102
0.456,-0.9602105256675317
0.457,-15.995432942700182
0.458,11.76167943111983
0.459,-10.266423300085316
0.46,-0.7914317956948673
0.461,-8.102512503864899
0.462,-6.97731637494979
0.463,4.452212692514065
0.464,4.875536340100122
0.465,11.014278551482402
0.466,5.951374410359304
0.467,1.393606856000287
0.468,1.6039735149857999
0.469,0.6633952607727948
0.47,-8.996739458973655
0.471,9.508240372746627
0.472,1.5776356022164464
0.473,10.763862685508435
0.474,-5.689920882982123
0.475,-1.9523490346003374
0.476,5.423828145117143
0.477,-8.540391042342934
0.478,15.41130246204753
0.479,9.168834560203035
0.48,4.377668156568862
0.481,14.835082932979468
0.482,-7.941660576216505
0.483,9.385046120075872
0.484,1.883389942330599
0.485,4.437427217157002
0.486,1.863321318809033
0.487,-14.133062472563834
0.488,0.28123295699391154
0.489,-3.0395213871114644
0.49,-5.887664453749437
0.491,-2.4623754015428094
0.492,13.478965307053953
0.493,3.876389821624707
0.494,-4.943668184868533
0.495,10.359405960634973
0.496,9.175430166322865
0.497,1.3122432118994443
0.498,2.8380203292891872
0.499,15.089885129715126
0.5,9.08027602283165
0.501,-2.6796534350475327
0.502,-0.4952359555632454
0.503,-4.688225455207041
0.504,-9.890089209798
0.505,0.006592641295624311
0.506,-3.283276778574319
0.507,-0.5980712169884973
0.508,-6.6609904459266
0.509,16.150268927161935
0.51,14.698871773303287
0.511,-5.05935648794075
0.512,11.835813470929098
0.513,4.489963337353092
0.514,-14.782151263465577
0.515,-3.8656757871463814
0.516,-0.8756179748074218
0.517,0.22581730889155335
0.518,-0.7438129526164933
0.519,-1.8929990159621524
0.52,11.207018919360033
0.521,-10.978701531645738
0.522,-7.730731359731836
0.523,12.627995843572407
0.524,-6.612706394951098
0.525,1.1547981066008373
0.526,-0.3755543815764755
0.527,11.46202084660192
0.528,4.971896809543297
0.529,-8.864255815408118
0.53,12.155624230430517
0.531,0.4754178363397983
0.532,3.370889892511455
0.533,-6.147159356354224
0.534,2.5246816756585586
0.535,-11.053892161450987
0.536,-4.675818322952002
0.537,14.701650641062233
0.538,-3.06202165143489
0.539,-12.044041089702612
0.54,-4.3396172100006165
0.541,4.300186659938839
0.542,4.111281678531906
0.543,-6.580222917203611
0.544,-6.389944194530574
0.545,3.096584567248851
0.546,2.617607757445391
0.547,-10.68211134781333
0.548,-5.581253507002482
0.549,-2.2234716582917695
0.55,-1.4552080478771112
0.551,-4.70323347818318
0.552,-5.865043369270382
0.553,4.5421003832277425
0.554,8.344549638715046
0.555,11.604560157826327
0.556,1.4300010660657636
0.557,2.2217178301698866
0.558,4.298170034264271
0.559,2.3690286775291933
0.56,7.476986667886288
0.561,-1.8576623484843742
0.562,-4.098787946418699
0.563,10.663703980019719
0.564,5.82995932830265
0.565,-3.738157995145052
0.566,-1.5221881385968339
0.567,-2.9406036648434153
0.568,9.26937647513368
0.569,-7.706312931584776
0.57,-4.105462801800059
0.571,0.2835681518962164
0.572,0.23299019177932814
0.573,-1.64012065584239
0.574,5.410295630296261
0.575,-15.356462100173562
0.576,12.82383008794159
0.577,2.2741955705582697
0.578,-4.914753296830039
0.579,-6.331099797946171
0.58,-6.364878430701138
0.581,-11.58094123943359
0.582,-0.6208183197254509
0.583,7.068801711347899
0.584,-5.006883552538143
0.585,-10.221141683108362
0.586,-1.8988364995962996
0.587,-13.033697807560266
0.588,8.812704867318518
0.589,-0.06799296396471034
0.59,0.6315763834110572
0.591,-1.8167006300950712
0.592,2.407730191479649
0.593,-1.6506354970750057
0.594,4.026346388704242
0.595,-12.777510648895383
0.596,-10.037885288801018
0.597,-17.523190036132252
0.598,1.1041101230059818
0.599,-1.4994076125641607
0.6,4.858746328059728
0.601,-0.10511709535331654
0.602,5.391991059927188
0.603,-7.544973731759109
0.604,-10.188876008726536
0.605,14.710001244574698
0.606,4.19871135048975
0.607,2.478732692146097
0.608,-6.567247801880309
0.609,-4.680024688975973
0.61,-14.88570793940541
0.611,-6.054342241457129
0.612,0.047005482553406974
0.613,8.947006707983451
0.614,-8.729453688634733
0.615,-4.6700508740600855
0.616,-6.880211237198349
0.617,1.9723884611293259
0.618,8.697509912132826
0.619,-10.815832637899721
0.62,3.9824060566937614
0.621,-13.447247318866177
0.622,14.048634816749813
0.623,-4.565244111312629
0.624,-4.636287654177137
0.625,14.421691617157032
0.626,5.31010922143939
0.627,5.227059331050445
0.628,-1.9814158728367721
0.629,-0.5193445301085687
0.63,-14.410455583819585
0.631,3.6147333016188035
0.632,-3.1959495754462885
0.633,-6.929413779319469
0.634,-12.797402559150418
0.635,-4.238735706832212
0.636,-10.464644221494877
0.637,8.089949913335548
0.638,8.02510782755676
0.639,-6.404754793013183
0.64,6.8959053443767235
0.641,5.659109420611094
0.642,-1.7187672384436494
0.643,8.686493708345543
0.644,-13.40599285246691
0.645,-1.0785109290693753
0.646,-6.221975543933897
0.647,3.7230878998725823
0.648,-8.435557023549402
0.649,-5.2338856804475435
0.65,-2.4087129091188806
0.651,-0.4761928790969546
0.652,-2.6220531249967887
0.653,8.183152095023194
0.654,-5.54871276557586
0.655,2.1500493872416957
0.656,-7.22835591466267
0.657,13.037747743161916
0.658,-15.6384087478672
0.659,-2.3835497768465697
0.66,1.6020633325768705
0.661,-2.2731045800171086
0.662,-9.302823188841831
0.663,-13.03833385118412
0.664,5.750878248970997
0.665,9.938767284644156
0.666,-9.244410129860524
0.667,-0.2686163764931415
0.668,-0.567536341211842
0.669,4.593456681969321
0.67,-0.22244888096321555
0.671,-6.0259566939906435
0.672,10.997793579242753
0.673,9.684529633126274
0.674,3.4659035309334483
0.675,0.4332142808979763
0.676,-7.174937108626917
0.677,6.195974153260487
0.678,-15.042457583071656
0.679,5.996158953096808
0.68,3.1476666917657665
0.681,1.4598916773708481
0.682,2.07686051943532
0.683,-1.7677366243627592
0.684,5.17182250712084
0.685,11.43804819371859
0.686,1.7929313866655054
0.687,-12.401975309732572
0.688,12.054383529943145
0.689,-10.241207535822408
0.69,0.4535265007074339
0.691,0.22307961610453042
0.692,-3.619256851445102
0.693,-6.1447996083544325
0.694,-1.3014693263735313
0.695,-1.9622289516527158
0.696,2.869805844138394
0.697,-2.5282825813994085
0.698,-4.512219442060127
0.699,-1.9598789234415128
0.7,-0.38220091266782463
0.701,-14.322646191843134
0.702,-7.009924068151413
0.703,5.48327283370391
0.704,9.587513140692106
0.705,-3.3296297511523165
0.706,7.601116470909529
0.707,1.0701848495419979
0.708,-1.5428256799352615
0.709,12.916271229112787
0.71,-12.28778278494478
0.711,-10.01044224297484
0.712,-12.924043251985891
0.713,11.292342655760995
0.714,-5.552862426460164
0.715,-2.5657421671427
0.716,-13.553888264181001
0.717,-12.764992494033736
0.718,-0.08160326017425457
0.719,-3.29290116769932
0.72,0.8315101789551312
0.721,-16.56158594424663
0.722,-4.112034686384628
0.723,15.843561124556075
0.724,7.775958684180653
0.725,12.781942654908697
0.726,2.0148431002001064
0.727,-0.20503202539915172
0.728,1.946924625115551
0.729,-4.767203185549009
0.73,-10.167816405349296
0.731,-2.4813044015043864
0.732,1.8259247219264916
0.733,-9.646092133517023
0.734,12.76864624719926
0.735,17.066539002252917
0.736,-1.8702680608587605
0.737,-4.822780806262954
0.738,-12.66087637805103
0.739,11.16208694136002
0.74,4.489578499935474
0.741,-12.518582085536435
0.742,-0.9437087141058612
0.743,9.20869305545096
0.744,13.526255100968894
0.745,9.017440306967234
0.746,-1.1340043608283434
0.747,0.08699774866453674
0.748,16.699785101826887
0.749,0.5102318693174677
0.75,7.599045733638664
0.751,-1.8971169010634368
0.752,8.859180018398387
0.753,8.925272437881903
0.754,-5.910757109476931
0.755,4.492547735286049
0.756,-3.2102600070998877
0.757,5.523324204808435
0.758,-2.102557980510587
0.759,-5.229827760010115
0.76,16.216096255395982
0.761,-9.065985427769842
0.762,11.129516968670991
0.763,-11.943402844453283
0.764,-0.9317304464646294
0.765,-7.273858904819406
0.766,0.08135130102867971
0.767,2.2210918104205275
0.768,-9.525183012607537
0.769,2.2600964751560566
0.77,2.852591782968842
0.771,-8.318688654281505
0.772,-14.656527049113915
0.773,13.481031540179822
0.774,8.52545311910556
0.775,7.768678946340951
0.776,-15.130094283083626
0.777,-11.40096020122574
0.778,0.0953893179558019
0.779,-14.506254572948535
0.78,-13.745715824638543
0.781,11.884570259599393
0.782,4.000066160913734
0.783,3.185750955014085
0.784,2.3849507343798404
0.785,-1.5098410296780733
0.786,12.813492325749005
0.787,-12.954249963362317
0.788,-3.953576306378556
0.789,-5.536177787542127
0.79,9.213854677031991
0.791,4.550662291059168
0.792,4.865417695089896
0.793,3.0257791895694384
0.794,0.25576192736895687
0.795,1.5025373196804563
0.796,15.913782725809083
0.797,3.2243460861927606
0.798,-0.24251913180131776
0.799,7.0523664277706555
0.8,-3.9699200978034077
0.801,-5.985351267007694
0.802,-0.7023530967693498
0.803,-8.512060784052023
0.804,11.30300158818759
0.805,2.4387924270042323
0.806,-2.4821301543791576
0.807,-15.605436458826416
0.808,-0.07396803370809854
0.809,5.937581398157523
0.81,14.943110415165027
0.811,-9.068444782818519
0.812,-4.706099223393185
0.813,3.278315691164204
0.814,0.8265664897352937
0.815,-1.664760492848634
0.816,4.444130062815703
0.817,-14.465752064155904
0.818,6.101003508626901
0.819,2.088147875284665
0.82,8.178231865649835
0.821,-4.650312791350924
0.822,-1.1522227876799676
0.823,-13.597515281310278
0.824,-2.651960571319706
0.825,-1.2686925518970047
0.826,2.0385009546320885
0.827,5.441484879743782
0.828,-6.448289916087899
0.829,-0.25695944114217323
0.83,-0.9368930833223398
0.831,0.38064319918878786
0.832,-10.174361549119567
0.833,-6.6982577147167
0.834,-12.942164544379883
0.835,13.90953611328579
0.836,-4.350528331051648
0.837,4.037880916081467
0.838,-4.397807463851088
0.839,11.539533102651575
0.84,-12.798805774861027
0.841,-11.724062185277413
0.842,5.861153365498927
0.843,-7.815275719750264
0.844,0.4521904236040222
0.845,11.111009211597406
0.846,-13.406805517649806
0.847,3.607991168958973
0.848,13.532334520284378
0.849,2.201652253220492
0.85,4.973992634775534
0.851,-5.163216837049684
0.852,-10.518765383673223
0.853,-6.559691266650861
0.854,1.6094428222321868
0.855,-1.9906953969792451
0.856,-3.055266254930202
0.857,-10.402184005216808
0.858,-2.100176898798541
0.859,0.7589691330174934
0.86,-10.914736497850422
0.861,2.4839980984415004
0.862,4.982227800840489
0.863,-17.938625898810972
0.864,-7.614227688075378
0.865,-2.1289556641975715
0.866,-2.0986557953224483
0.867,2.681980323896781
0.868,-1.536218913326188
0.869,0.2573272723907166
0.87,-4.67387829801485
0.871,3.6768658165855532
0.872,10.401179437991338
0.873,6.465485254935337
0.874,8.334044811291399
0.875,-5.276339849888098
0.876,-8.961887706861829
0.877,-5.207810542997671
0.878,15.672627398589757
0.879,-10.727265043276903
0.88,-11.909402945785178
0.881,-6.174879163557219
0.882,14.475696577418534
0.883,-14.818866090201656
0.884,-3.203450774820426
0.885,14.976236934134754
0.886,-13.5911913447989
0.887,-14.09016333618546
0.888,-2.2986631663137
0.889,-0.11896050608643316
0.89,2.784312129014685
0.891,6.00818549254982
0.892,-4.982586798125699
0.893,2.4289022428044524
0.894,-11.907501636933851
0.895,13.172987096096698
0.896,-5.397650401335558
0.897,7.295643636639752
0.898,15.063766400876274
0.899,-12.11659194432628
0.9,3.729049523831018
0.901,-0.79015282945531
0.902,6.370714052138716
0.903,-13.17393317550794
0.904,-6.1729916965272364
0.905,-10.694611766337616
0.906,1.5288164752651408
0.907,-1.2816573471315424
0.908,-7.88545760781871
0.909,4.095186108029134
0.91,4.8584300878124855
0.911,7.828701037277314
0.912,8.72992226960132
0.913,6.3532131974077455
0.914,4.453077025748693
0.915,-4.424916648849865
0.916,-6.899787243817997
0.917,-14.555129143555043
0.918,-0.8089569032758066
0.919,2.1586518059769033
0.92,-4.561634134964718
0.921,11.470634216322319
0.922,0.6965171278777338
0.923,-15.523181372604286
0.924,-1.425859825627005
0.925,-2.917952178088069
0.926,9.922669304678294
0.927,9.839647777945606
0.928,-7.480351508778558
0.929,-14.610185143562349
0.93,9.569319538341768
0.931,1.3111854882140488
0.932,8.957483588653414
0.933,8.054702170690398
0.934,3.597494075374933
0.935,-3.5833066499212607
0.936,-4.775687791240781
0.937,0.1456385333382547
0.938,-0.7606958619316712
0.939,-0.7737938305584905
0.94,-10.820854668569376
0.941,14.201265867820716
0.942,4.387132286877158
0.943,-14.689670422911732
0.944,9.961336602446503
0.945,7.522396249045118
0.946,-0.8871188332890237
0.947,-5.753252274936847
0.948,-10.909759016115702
0.949,6.5733056083943175
0.95,4.9895506723200596
0.951,8.981075803063845
0.952,-6.739136848826534
0.953,-11.91102553529594
0.954,13.790846140553251
0.955,-14.650756907863059
0.956,-2.449634780680794
0.957,6.678003878156405
0.958,2.9166794791806776
0.959,15.046496001339277
0.96,3.9237698703181003
0.961,-4.08373284436326
0.962,11.389217152642665
0.963,12.636233626534494
0.964,1.6926444569404067
0.965,-13.82066573428111
0.966,7.233875087548693
0.967,-13.197506359599082
0.968,6.375676583579549
0.969,-5.413132405276335
0.97,-0.1844412302530869
0.971,-0.8518236224647878
0.972,5.962567354253016
0.973,6.430197640689921
0.974,-12.769475206837257
0.975,9.716163217563297
0.976,12.115409277546297
0.977,-7.631556552714237
0.978,3.514711016012281
0.979,3.118509128478158
0.98,0.967465180315668
0.981,-2.3676257278272796
0.982,0.7495515500004355
0.983,1.874487858821525
0.984,-2.0159063860826967
0.985,1.0577434498111027
0.986,2.5067526742129504
0.987,4.709450573004789
0.988,-11.769853532505904
0.989,-6.119688429901717
0.99,-6.027953353622575
0.991,-6.2127781783062765
0.992,-13.619649304917793
0.993,10.893789598568368
0.994,-4.782352786850564
0.995,1.1185939578596134
0.996,-4.365161640011359
0.997,-8.561169020722945
0.998,-7.984238373080923
0.999,-2.5552360357595445
1.0,9.709006990573963
