t,y2,x
3.0,-1.2532204180075937,-1.4456407480930962
3.001,3.206646026363626,-1.3853377617034537
3.002,6.796453845390156,-1.5278809097276556
3.003,-2.311156217618091,-1.3398889600620691
3.004,-2.627600011022522,-1.5431836285489873
3.005,1.0240726012274703,-0.9640756754943708
3.006,-1.7259527375899135,-0.816576496262862
3.007,18.40812141832956,-1.0319558820509198
3.008,-4.0671706983771045,-1.3941648539181986
3.009,-4.511739585868639,-1.5444577170516596
3.01,-13.969595425797994,-1.7297158113601498
3.011,-0.5332689520845418,-1.78971920254563
3.012,0.5459369003751382,-1.4778964494667295
3.013,-8.580872812616981,-1.6498584769671794
3.014,-0.6987687344043803,-1.7284492913756178
3.015,4.976524347034524,-1.8701147241699008
3.016,0.6236422887347908,-1.514638187276166
3.017,2.753171578117802,-1.71108108252851
3.018,6.406106934197685,-1.4448511923805143
3.019,7.496290351419901,-1.2895239169823496
3.02,-1.521604319150894,-0.8870807475662986
3.021,-4.337065213867104,-0.6358853620933967
3.022,0.2883179694045967,-1.0459723173648934
3.023,-4.692047166964125,-0.8980736641858859
3.024,7.359895042792277,-1.024760856286066
3.025,-14.771087572544142,-0.8296803321943675
3.026,-6.333694124079153,-0.7829849999419108
3.027,-4.465969239603211,-0.8418126118031893
3.028,-8.580303673825306,-1.2094279841607862
3.029,0.0259301207870975,-1.4083035857180963
3.03,-0.2801640959864795,-1.3502751738042464
3.031,6.496428591229234,-1.0800955460454973
3.032,-6.091983937776707,-0.9459907758814068
3.033,-4.735564116571935,-1.2481119549271569
3.0340000000000003,11.47427426740121,-1.0677149084902458
3.035,-5.989743461029423,-0.9439158548371503
3.036,-18.84241482591772,-1.0275786446697286
3.037,-8.31407001293274,-1.195138298548105
3.0380000000000003,3.080751052018408,-1.3407624925495607
3.039,-13.702978457064347,-1.326866420166417
3.04,-0.4751476720164787,-1.7116635946487242
3.041,-22.82150912769812,-1.834536517220277
3.0420000000000003,14.0167466307298,-1.4487416469569503
3.043,-8.658657621897873,-1.7216424113916802
3.044,3.218801582787045,-1.585269589331295
3.045,1.0587640363720867,-1.6415272607710645
3.0460000000000003,10.484745414916471,-1.6409252456311514
3.047,-2.224053658485615,-1.4823607689040317
3.048,9.652034219343795,-1.4294598786315276
3.049,0.38946497883997,-1.166953093251481
3.0500000000000003,-3.8417197407272887,-1.6975494090313887
3.051,-8.162671547887255,-1.957602019711134
3.052,-5.272313155952178,-2.2010097479329294
3.053,19.860880928253152,-1.9974134051524053
3.0540000000000003,16.494127979036232,-2.032848309250374
3.055,-12.466387305259996,-1.860145716921394
3.056,-21.16973863600538,-1.892755372681285
3.057,2.7055491831225367,-1.75266135001125
3.0580000000000003,11.216272962978392,-2.1942933583633564
3.059,15.202343497078983,-2.127328710633573
3.06,-14.034101537499057,-2.217399081327811
3.061,-1.166986033012019,-2.091405748527325
3.0620000000000003,-0.930407232532273,-1.9250387869176884
3.063,-9.016588817091504,-1.5766616139936718
3.064,17.68422241155388,-1.7893760916349608
3.065,3.3139421778635603,-1.7006321928235129
3.0660000000000003,7.769090352431453,-1.3280199807655133
3.067,-7.180185750958142,-1.3037414642683305
3.068,15.309513928561763,-1.5213453262960657
3.069,3.850584756694976,-1.1239806222300703
3.0700000000000003,-10.908756610382513,-1.2039099434134908
3.071,12.353374653093542,-1.529009761293846
3.072,-12.436116343010546,-2.1058621140516744
3.073,13.180036194646377,-2.1577518966726923
3.074,-12.446219369657054,-2.2815667920062093
3.075,-6.056405898107197,-2.660548989681132
3.076,13.074899936322849,-2.5559176265816443
3.077,13.95884516788625,-2.683327207135185
3.078,-17.123614196805757,-2.4944055257234976
3.079,10.623410551965696,-2.4212643357806987
3.08,20.59802657998332,-2.645368164504577
3.081,-0.2454036344411276,-2.665972420711653
3.082,-0.3187150938594121,-2.9062558925609987
3.083,0.9209756562459822,-2.6819124822677027
3.084,-10.2595481794909,-2.527602843474352
3.085,15.14670427374877,-2.607996564705313
3.086,4.028580667126578,-2.2145727545099616
3.087,4.440211674718794,-2.259475100850202
3.088,-7.483812912393766,-2.324225381562714
3.089,0.1426853971144472,-2.146108086136946
3.09,14.824365942751722,-2.618611390406852
3.091,12.344998596189932,-2.437784859976293
3.092,14.715877983486768,-2.488301328926307
3.093,-10.81849280242556,-1.9144698794412416
3.094,-13.322835010574115,-2.182339232749388
3.095,-5.763230594567728,-2.2515907321377764
3.096,0.6810687204023094,-2.1204304890672536
3.097,3.996274194413065,-1.7497285808176537
3.098,4.048327264285769,-1.3323477192828794
3.099,9.874891977375176,-0.9259980117579238
3.1,2.766798285146228,-0.6618429455339984
3.101,0.7490471147749322,-0.2473145317976465
3.102,0.6879995767876311,-0.1944587935534922
3.103,-3.267189726254068,0.1579967316471496
3.104,0.5442045234571413,0.3201163505918283
3.105,11.218111097982847,0.1853302219736512
3.106,15.351845778459449,0.2434933342443313
3.107,14.567997595712088,0.3916312542153768
3.108,-14.396804699599196,0.3770920073633925
3.109,4.373966804112456,0.5309708311789784
3.11,18.38578164753081,1.027557720232586
3.111,-7.064422785336333,1.076903120646577
3.112,-12.857139342135836,0.4262724106303385
3.113,-1.2036498165211242,0.2660451195835693
3.114,4.225962357726347,0.4305266795031247
3.115,2.1718182451497565,0.5809238155453363
3.116,14.84607152895961,0.7596135408205158
3.117,-15.157404703215684,0.7389845920273443
3.118,3.973733756219055,0.8992699749232146
3.119,15.29601943707996,1.087153218997156
3.12,4.266197959041046,1.2499450148494569
3.121,-0.6133753241347997,1.2003469794304087
3.122,-11.750555218348882,1.1197661688135754
3.123,-5.638212763383018,0.8338364721298938
3.124,22.280135078525703,0.7636223215975251
3.125,-6.423389833160285,0.626368722984261
3.126,-3.049597101866964,0.5724065785974262
3.127,2.0747965937854214,0.7368267176805137
3.128,-5.188265504793092,0.6684290083729966
3.129,13.371009330072429,0.5705661790210451
3.13,17.214059711142074,1.192166984889984
3.131,-15.947223043263463,1.0531640563632358
